date,msl_pressure_hpa,max_temp_degC,min_temp_degC,mean_temp_degC,rh_pct,mean_wind_dir,mean_wind_spd_kts,max_wind_dir,max_wind_spd_kts,rainfall_mm,rain,sunshine_hrs,cloud_cover
9/4/1996,1009.3,30,24.4,28.5,78,WNW,11,WNW,21,3.4,yes,,4
9/5/1996,1009,28.6,24.3,26.4,87,WNW,11,WNW,20,2,yes,,7
9/6/1996,1008.8,30.4,26,28.9,75,WNW,9,WNW,16,0,no,,2
9/7/1996,1008.8,30.6,25.6,28.9,76,WNW,10,WNW,20,2.4,yes,,2
9/8/1996,1008.8,30,25.8,28.1,79,WNW,10,WNW,20,1.3,yes,,4
9/9/1996,1008.3,30.4,26.7,28.9,75,NW,6,NW,14,0,no,,3
9/10/1996,1008.6,30.6,26.4,29,75,NW,8,WNW,14,0.4,yes,,2
9/11/1996,1009.4,30.3,25.5,28.4,81,NW,6,WNW,20,1.7,yes,,4
9/12/1996,1009.8,31,24.6,28.3,76,WNW,10,NW,20,1.2,yes,,4
9/13/1996,1009.7,30.8,24.5,28.9,80,WNW,11,WNW,14,3.8,yes,,5
9/14/1996,1009.6,29.4,25,27.5,86,WNW,11,WNW,16,8.1,yes,,7
9/15/1996,1009.6,30.5,26.4,29,80,W,10,W,15,0.4,yes,,5
9/16/1996,1011.1,30.2,27,28.8,77,SW,9,WSW,15,0,no,,7
9/17/1996,1010.7,30.7,27.1,29.1,77,W,11,W,17,0,no,,5
9/18/1996,1010.4,30.8,25.8,28.7,79,W,9,NNW,28,1.8,yes,,6
9/19/1996,1011,30.4,23.4,28.6,80,WNW,11,NW,28,11.4,yes,,5
9/20/1996,1012.1,28.3,23.1,25.4,89,W,10,W,38,117,yes,,7
9/21/1996,1011.8,28.5,23,26.8,85,NNW,14,NNW,29,17.8,yes,,7
9/22/1996,1011.8,27.9,24.7,26.5,83,NW,15,WNW,32,0.6,yes,,7
9/23/1996,1009.6,30,24.6,28.7,76,NW,11,WNW,30,0,no,,5
9/24/1996,1010.5,30.4,25.2,28.4,78,WSW,9,W,17,0.4,yes,,6
9/25/1996,1012.1,29.2,25.5,27.4,83,WSW,8,W,19,2.4,yes,,7
9/26/1996,1010.9,30.2,23.6,28.5,78,WNW,11,W,29,25.6,yes,,7
9/27/1996,1010,29.6,23.9,27,82,W,14,W,30,17.5,yes,,7
9/28/1996,1011.4,28.9,24,26.7,86,W,18,W,34,1.6,yes,,7
9/29/1996,1010.8,29.6,24.6,28.4,78,WNW,13,NW,23,1.6,yes,,6
9/30/1996,1010.6,30,27,28.2,78,NW,14,WNW,21,0,no,,7
10/1/1996,1010,29.9,25.2,28.7,77,NW,13,NW,21,3.1,yes,,6
10/2/1996,1010.7,29,24,27.8,80,WNW,14,W,20,0,no,,6
10/3/1996,1010.7,30.5,24.6,28.8,77,WNW,11,W,20,31.5,yes,,4
10/4/1996,1011.2,29.5,24.5,27.6,78,WNW,12,WNW,22,15.2,yes,,4
10/5/1996,1011.5,29.9,26,28.4,77,WNW,8,NW,16,0,no,,6
10/6/1996,1011.3,29.9,26.5,28.6,74,NNW,12,NNW,18,0,no,,5
10/7/1996,1011.4,29.6,26.6,28.3,77,NNW,10,NNW,17,0,no,,4
10/8/1996,1011.9,29.9,27,28.6,73,NNW,13,NW,18,0,no,,2
10/9/1996,1011.2,29.4,25,28.2,77,NW,10,NNW,21,1,yes,,6
10/10/1996,1010.2,29.3,24.2,27.7,84,NW,10,NNW,21,45.6,yes,,7
10/11/1996,1009,30.2,24,28.6,79,VRB,6,W,20,1.6,yes,,5
10/12/1996,1009.7,30.7,24.2,28.6,79,VRB,2,W,20,0,no,,4
10/13/1996,1011.2,30.4,25.2,28.5,83,CALM,0,CALM,4,2.1,yes,,7
10/14/1996,1010.2,30.5,24,28.6,81,VRB,4,WSW,18,15,yes,,6
10/15/1996,1009.5,29.6,25.2,27.8,83,WSW,10,WSW,15,0.8,yes,,7
10/16/1996,1009.1,29.4,25,27.5,84,WSW,9,W,20,0.6,yes,,7
10/17/1996,1009.9,28,24.2,26,88,W,14,W,28,36.6,yes,,8
10/18/1996,1009.8,29.5,24,27.2,79,W,15,WNW,31,14.1,yes,,7
10/19/1996,1009.3,29.5,24.6,27.8,82,WNW,16,WNW,26,9.9,yes,,7
10/20/1996,1008.6,30,24.2,27.9,82,W,12,WNW,26,16.5,yes,,4
10/21/1996,1008.8,29.5,26.6,28.5,73,W,15,W,25,0,no,,1
10/22/1996,1009.8,29.8,26.5,28.5,76,W,15,W,22,0,no,,6
10/23/1996,1010.6,30.1,26.4,28.8,76,W,13,W,20,0.8,yes,,3
10/24/1996,1011.8,30,25,27.9,78,W,11,WNW,24,1.9,yes,,3
10/25/1996,1012.1,29.9,26.5,28.5,78,NW,9,NW,15,0,no,,3
10/26/1996,1011.1,30,26.6,28.6,73,WNW,8,WNW,16,0,no,,3
10/27/1996,1009.8,30,26.5,28.8,72,WNW,13,WNW,19,0,no,,2
10/28/1996,1010.3,30.1,26.4,28.7,73,W,7,WNW,15,0,no,,2
10/29/1996,1011.2,30.6,26,29,73,W,8,W,14,0,no,,2
10/30/1996,1011.1,30.3,26.3,28.6,71,NW,7,WNW,13,0,no,,2
10/31/1996,1010.7,30.4,25.9,28.7,73,WNW,7,WNW,14,0,no,,2
11/1/1996,1010.6,29.8,23.5,28,73,VRB,5,NNW,8,0.2,yes,,2
11/2/1996,1010.4,30.2,26,27.9,75,VRB,4,WNW,8,0,no,,2
11/3/1996,1010.2,29.8,26.5,28.5,72,WNW,8,WNW,11,0,no,,2
11/4/1996,1010.1,29.8,26.5,28.5,72,WNW,11,WNW,14,0,no,,2
11/5/1996,1009.9,30.4,26.5,28.6,74,WNW,9,WNW,13,0,no,,2
11/6/1996,1009.8,29.8,26.2,28.4,68,NW,9,NW,12,0,no,,2
11/7/1996,1009.9,29.8,26.2,28.3,68,NW,9,NW,11,0,no,,3
11/8/1996,1011.2,30.6,20.3,28.5,69,VRB,5,NW,8,0,no,,1
11/9/1996,1012.8,30.2,20.8,27.4,69,CALM,0,CALM,3,0,no,,1
11/10/1996,1013,29.8,22.1,27.4,73,CALM,0,CALM,3,0,no,,1
11/11/1996,1013.3,30.4,24.4,27.9,72,VRB,3,WSW,7,0,no,,1
11/12/1996,1013.1,30.8,22.6,28.7,73,VRB,5,WSW,8,0,no,,1
11/13/1996,1011.5,30.4,22.5,28,75,CALM,0,CALM,5,0,no,,1
11/14/1996,1011.9,30.7,22.6,27.9,77,CALM,0,CALM,4,0,no,,1
11/15/1996,1012.8,31,23.5,28,76,VRB,2,ENE,7,0,no,,1
11/16/1996,1012.1,30,23.8,27.7,78,VRB,2,ENE,8,0.9,yes,,2
11/17/1996,1011.6,30.8,23.6,28.5,76,VRB,3,NNW,6,0,no,,1
11/18/1996,1013,30.8,24.5,28.4,77,VRB,3,N,8,0.2,yes,,6
11/19/1996,1012.1,31,23.5,28.5,77,VRB,3,ESE,25,10.6,yes,,5
11/20/1996,1011.9,30.7,23.2,28.3,78,ESE,7,ESE,17,0.2,yes,,6
11/21/1996,1010.8,30.7,24.5,28.2,78,CALM,0,NNW,11,0,no,,6
11/22/1996,1009,30.4,23.8,28.4,77,CALM,0,CALM,4,0,no,,6
11/23/1996,1009.1,31.2,24.5,28.4,80,CALM,0,SSW,11,0,no,,5
11/24/1996,1009.6,31.1,25.5,28.3,78,VRB,4,WSW,16,0.8,yes,,5
11/25/1996,1010.1,29.2,24.5,27.7,84,W,7,WSW,20,12,yes,,7
11/26/1996,1010,29.8,27,28,82,W,8,NNW,12,0,no,,7
11/27/1996,1009,30,25,28.4,79,N,8,N,18,0,no,,7
11/28/1996,1008.9,29,23.5,26.7,87,VRB,4,NNE,15,8.2,yes,,7
11/29/1996,1009.4,30.6,26.6,28.4,81,W,9,NNW,20,0.2,yes,,3
11/30/1996,1010.2,29.8,25.4,28.2,82,NNW,9,N,22,0.2,yes,,5
12/1/1996,1011,30.2,24,28.6,78,VRB,5,NNE,10,0,no,,6
12/2/1996,1010.4,30.4,21.4,28.5,74,N,5,NNW,13,0,no,,2
12/3/1996,1010.7,30,22.1,27.5,70,VRB,2,NNW,8,0,no,,5
12/4/1996,1011.9,30.4,24.2,27.8,70,VRB,3,NW,7,0,no,,4
12/5/1996,1011,29.9,26.6,28.1,69,VRB,6,NNW,10,0,no,,5
12/6/1996,1011.1,30.4,25,28.7,70,NNW,7,NNW,10,0,no,,2
12/7/1996,1011.9,30.4,25.4,28.6,72,N,6,WNW,9,0,no,,5
12/8/1996,1011.7,30.3,23,28.5,74,WNW,6,WNW,11,0,no,,5
12/9/1996,1010.4,30.6,24.6,28.3,75,VRB,3,NW,9,0,no,,4
12/10/1996,1010.1,30.2,25,28.2,78,NNW,5,W,22,1.2,yes,,7
12/11/1996,1010.3,30,23,28,78,WNW,8,S,27,7.4,yes,,7
12/12/1996,1009.3,30.7,25,28.3,78,VRB,3,S,17,6.8,yes,,6
12/13/1996,1008.9,30.8,24.9,28.4,81,VRB,2,SW,22,0,no,,5
12/14/1996,1008.8,30.4,25.2,28.7,79,WSW,11,S,20,0.4,yes,,6
12/15/1996,1008.6,29.4,25,26.8,87,SW,14,SW,21,7.6,yes,,7
12/16/1996,1009.8,30.2,26,28.5,79,SW,11,SW,14,0,no,,7
12/17/1996,1011.3,30.6,25.8,28.9,71,SSW,10,SSW,17,0,no,,3
12/18/1996,1012.4,30.2,24,28.6,72,S,7,S,10,0,no,,2
12/19/1996,1012.6,30.5,24.1,28.5,73,VRB,4,SE,8,0,no,,2
12/20/1996,1013,31,25.5,28.2,78,VRB,2,N,15,0,no,,2
12/21/1996,1013.6,30.7,25.2,28.5,76,ENE,6,E,12,0,no,,3
12/22/1996,1014.6,30.8,25,29.1,74,ENE,7,E,11,0,no,,1
12/23/1996,1015,30.8,24.2,28.8,75,VRB,5,NE,11,0,no,,1
12/24/1996,1014.4,30.4,22.9,28.2,75,VRB,5,NNW,10,0,no,,1
12/25/1996,1013,30.2,21,28.3,72,VRB,3,WNW,8,0,no,,1
12/26/1996,1013.3,30.5,25.5,28,71,CALM,0,E,14,0,no,,1
12/27/1996,1013.2,31,25.2,29,72,VRB,6,E,10,0,no,,3
12/28/1996,1013.5,30.6,24.4,28.9,74,VRB,5,SSE,19,0.1,yes,,3
12/29/1996,1013.1,31,24.5,29.1,74,VRB,6,E,12,4.2,yes,,2
12/30/1996,1012.4,30.7,25,28.6,76,E,7,ESE,16,0.2,yes,,2
12/31/1996,1012.9,30,24.8,28.5,72,E,11,E,15,0,no,,2
1/1/1997,1013.2,30.2,22.7,28.5,73,VRB,6,ESE,8,0,no,,1
1/2/1997,1013.4,31,25.5,28.5,78,VRB,4,NE,8,1.2,yes,,1
1/3/1997,1013.2,30.8,24.6,28.8,80,VRB,3,NE,7,0,no,,2
1/4/1997,1013.1,31.4,24,28.7,78,N,8,N,13,0,no,,2
1/5/1997,1012.9,31.1,23.5,28.6,69,N,7,N,14,0,no,,1
1/6/1997,1013.3,30.4,21.5,28.3,68,VRB,4,N,8,0,no,,2
1/7/1997,1013,30.6,22.5,27.6,70,CALM,0,N,6,0,no,,1
1/8/1997,1012.7,30.6,22.6,28,72,VRB,5,ENE,10,0,no,,1
1/9/1997,1012.2,30.6,26.2,27.9,73,NE,6,NE,12,0,no,,2
1/10/1997,1012.7,30.6,23.2,28.2,75,NE,7,N,16,0,no,,2
1/11/1997,1014,31.2,26.5,28.4,74,NE,6,E,14,0,no,,1
1/12/1997,1013.7,30.9,24,28.8,75,ESE,9,ESE,13,0.6,yes,,7
1/13/1997,1013.6,30.6,25.2,28.7,74,VRB,5,E,11,0,no,,1
1/14/1997,1013.6,30.6,25.2,29,73,VRB,5,E,12,0.1,yes,,1
1/15/1997,1012.9,30.8,22.8,28.9,73,VRB,6,E,10,0,no,,1
1/16/1997,1012.6,30.7,25.5,28.3,77,VRB,4,ENE,9,0,no,,1
1/17/1997,1012.6,31,26.5,28.8,72,VRB,6,ESE,15,0,no,,2
1/18/1997,1013.9,30.7,26,28.8,73,E,10,E,16,0,no,,3
1/19/1997,1013,30.8,22.8,28.8,72,E,10,E,13,0,no,,2
1/20/1997,1012.7,30.6,24.5,28,73,VRB,3,N,10,0,no,,1
1/21/1997,1011.9,31.1,23.6,28.2,70,N,8,N,14,0,no,,2
1/22/1997,1011.9,30.1,24.1,28,72,VRB,6,NE,12,0,no,,3
1/23/1997,1012.4,30.9,24.6,28.4,72,NE,8,N,14,0,no,,1
1/24/1997,1011.5,31,25.2,28.9,69,ENE,7,ENE,10,0,no,,1
1/25/1997,1010.9,30,23.2,27.1,79,VRB,6,E,18,6.2,yes,,4
1/26/1997,1012.5,31,23.9,28.3,72,VRB,6,NE,12,0,no,,1
1/27/1997,1012.4,31.2,22.4,28.6,70,VRB,6,N,17,22.8,yes,,1
1/28/1997,1011,30.5,26.2,28.5,73,E,8,ESE,14,0,no,,2
1/29/1997,1011.5,30.6,24,26.4,61,E,9,ENE,13,0,no,,1
1/30/1997,1011.7,30.8,23.6,27.7,66,VRB,4,N,10,0,no,,3
1/31/1997,1011,31.1,24.2,28.2,67,NNE,7,NNE,12,0,no,,2
2/1/1997,1011.8,29.5,22.6,27.8,77,VRB,3,NE,10,0,no,,4
2/2/1997,1010.4,30.4,22.5,28.2,66,VRB,4,NE,7,0,no,,2
2/3/1997,1010.1,31,24,28.4,75,VRB,2,CALM,5,0,no,,3
2/4/1997,1009.8,30.6,23.6,28.4,70,VRB,2,SSW,7,0,no,,3
2/5/1997,1010.5,31,26.4,27.8,78,VRB,3,NNW,10,0.1,yes,,3
2/6/1997,1012.2,30.9,26,28.8,74,N,9,N,15,0,no,,6
2/7/1997,1012.1,30.8,24.2,28.9,74,N,9,N,16,0,no,,2
2/8/1997,1011.8,30.4,24.5,28.6,74,N,8,N,15,0,no,,2
2/9/1997,1010.6,30.6,21.8,28.6,69,N,7,N,12,0,no,,3
2/10/1997,1010.7,30,24,26.9,73,VRB,5,N,10,0,no,,7
2/11/1997,1011.9,30.6,24,28.4,70,N,6,N,9,0,no,,5
2/12/1997,1012.1,30.8,22.5,28.3,74,VRB,5,NNE,10,0,no,,3
2/13/1997,1011.7,31,22.2,27.3,79,VRB,4,ENE,10,1,yes,,4
2/14/1997,1011.4,31,22.1,27.8,72,VRB,2,N,7,0,no,,1
2/15/1997,1011.2,30.6,24.5,28.6,71,VRB,4,NE,8,0,no,,1
2/16/1997,1011.7,31.2,23.6,28.4,76,VRB,5,NNW,8,0,no,,2
2/17/1997,1012,30.4,24.8,28.2,72,NNW,6,N,12,0,no,,4
2/18/1997,1012,30.6,23.5,28.5,70,N,8,N,15,0,no,,2
2/19/1997,1012.6,31.4,25,28.6,72,N,5,N,10,0,no,,2
2/20/1997,1013.3,31,25.4,28.6,77,N,10,N,17,0.7,yes,,6
2/21/1997,1013.4,31.6,24.8,28.9,76,N,9,N,14,0,no,,3
2/22/1997,1013,31.2,24.8,28.9,76,NE,8,NE,15,0,no,,3
2/23/1997,1013.1,31.8,25.2,29.2,73,NE,8,NE,13,0,no,,4
2/24/1997,1013.3,32,25.4,29.3,72,NNE,9,NNE,17,0,no,,2
2/25/1997,1013.1,31.8,23.2,29.5,71,N,7,NE,12,0,no,,1
2/26/1997,1012.2,31.4,22.4,28.7,72,VRB,4,NE,10,0,no,,1
2/27/1997,1012.5,31.7,22.5,28.4,70,VRB,3,NE,9,0,no,,1
2/28/1997,1012.8,31,24.1,28.3,69,VRB,4,NNE,9,0,no,,1
3/1/1997,1012.7,31,24.5,28.7,70,VRB,3,CALM,6,0,no,,1
3/2/1997,1012.5,31.6,23,28.6,74,VRB,1,ENE,11,0,no,,2
3/3/1997,1013.4,31.3,25.1,28.5,79,VRB,5,E,18,0.1,yes,,3
3/4/1997,1013.9,31.4,24.5,27.8,77,ENE,7,NE,20,17.5,yes,,7
3/5/1997,1013.1,31.4,26.2,29,75,VRB,6,ENE,14,0,no,,3
3/6/1997,1013.3,31.5,26.4,29.5,72,ESE,7,ENE,13,0,no,,2
3/7/1997,1014.2,31.4,25,29.5,70,VRB,6,ENE,12,0,no,,1
3/8/1997,1013.9,31.6,23.5,29.1,72,VRB,5,E,10,0,no,,1
3/9/1997,1013.6,31.6,24,28.8,75,VRB,3,N,9,0,no,,1
3/10/1997,1013.5,32.2,24.9,29.6,75,ENE,7,NE,11,0,no,,2
3/11/1997,1014.4,32,25,29.5,70,ENE,8,E,15,0,no,,2
3/12/1997,1014.4,31.9,24.8,29.5,72,VRB,4,E,10,0,no,,1
3/13/1997,1012.6,31.7,22.2,27.2,68,VRB,4,ENE,10,0,no,,2
3/14/1997,1011.7,31.8,23.5,28.6,73,VRB,1,CALM,4,0,no,,1
3/15/1997,1012.8,31.7,23,29,70,VRB,2,CALM,6,0,no,,1
3/16/1997,1013,31.6,25.6,28.9,73,VRB,1,WNW,7,0,no,,2
3/17/1997,1013.1,32.5,26.4,29.7,73,VRB,3,W,7,0,no,,2
3/18/1997,1013.1,32.2,24.5,29.8,74,VRB,1,CALM,5,0,no,,2
3/19/1997,1012.2,32.4,25.6,29.8,72,VRB,1,CALM,4,0,no,,2
3/20/1997,1012,32.2,26.4,30.2,72,VRB,3,W,6,0,no,,1
3/21/1997,1012.6,32.1,24.5,30.1,70,VRB,5,NW,12,0.1,yes,,3
3/22/1997,1011.3,32.4,27.2,29.8,76,VRB,1,S,7,0,no,,1
3/23/1997,1010.2,32.9,25.4,30.5,70,VRB,6,S,10,0,no,,5
3/24/1997,1010,32.5,23,30,72,VRB,2,CALM,6,0,no,,2
3/25/1997,1009.8,32.6,26.4,29.6,70,VRB,4,ENE,10,0,no,,2
3/26/1997,1009.5,32.7,26.2,30.6,66,VRB,6,ENE,12,0,no,,1
3/27/1997,1009.9,33.2,26.3,30.8,70,NE,7,NE,13,0,no,,2
3/28/1997,1009.2,33.3,26.2,30.6,71,NE,8,NE,15,5.9,yes,,5
3/29/1997,1009.4,32.9,25.2,30.2,74,VRB,5,NE,11,0.9,yes,,7
3/30/1997,1010.8,32.6,25.2,29.5,77,VRB,1,NW,18,4.8,yes,,7
3/31/1997,1011.4,31.9,27.2,30.1,77,VRB,4,NW,14,0,no,,6
4/1/1997,1010.7,32,25.5,30,74,N,7,NNW,13,0,no,,6
4/2/1997,1008.8,32.4,25.7,29.9,71,VRB,2,CALM,6,0,no,,5
4/3/1997,1009.4,32.6,25.6,30,74,VRB,1,NE,9,0,no,,4
4/4/1997,1009.5,32.8,26,30.1,73,VRB,3,E,8,4.2,yes,,5
4/5/1997,1010.9,32,24,29.1,77,VRB,7,ESE,17,10.1,yes,,5
4/6/1997,1010.9,32.2,24.6,29.1,73,VRB,5,NE,18,3.6,yes,,4
4/7/1997,1010.9,31,23.4,27.2,83,NE,6,NE,18,17.6,yes,,7
4/8/1997,1011.2,32.4,25.2,30.4,75,VRB,3,NE,10,0,no,,4
4/9/1997,1012.5,32,25.2,29.6,80,CALM,0,SW,17,0,no,,2
4/10/1997,1012.5,32.2,26.4,30.2,76,VRB,5,NNW,8,0,no,,3
4/11/1997,1013,32.1,26.4,30.2,74,VRB,4,NW,11,0,no,,2
4/12/1997,1012.9,32.2,27.6,30.4,72,VRB,5,N,12,0,no,,6
4/13/1997,1012.5,32.1,27.2,30.4,69,N,7,N,13,0,no,,1
4/14/1997,1012.8,32,25.4,30.4,67,VRB,6,N,9,0,no,,1
4/15/1997,1012.4,32.2,24.5,30.5,68,VRB,5,N,8,0,no,,1
4/16/1997,1011.6,33,25.2,29.9,71,VRB,1,CALM,6,0,no,,2
4/17/1997,1011.4,32.6,28,30,73,VRB,2,E,8,0,no,,7
4/18/1997,1011.9,32.6,27.6,30.6,68,NE,4,CALM,6,0,no,,2
4/19/1997,1011.9,33,27,30.8,66,VRB,7,NE,12,0,no,,2
4/20/1997,1010.5,33.6,26.2,31.1,67,ENE,6,ENE,16,1.3,yes,,2
4/21/1997,1009.7,32.9,25,30.8,70,VRB,7,E,12,0,no,,4
4/22/1997,1010,32.9,25,30.4,67,VRB,4,ENE,10,0,no,,3
4/23/1997,1010.9,33.1,26.9,30.6,72,VRB,5,E,10,0,no,,2
4/24/1997,1010.9,33,26,31,68,VRB,4,ENE,12,0,no,,1
4/25/1997,1010.2,32.8,26.8,30.2,75,VRB,2,NNE,13,0.1,yes,,2
4/26/1997,1010.5,33.4,27.6,31.2,72,VRB,4,NW,15,0,no,,2
4/27/1997,1010.6,32.4,24.1,30.3,74,VRB,5,ESE,20,17.4,yes,,7
4/28/1997,1010.7,32.6,25.4,29.5,75,VRB,2,NE,9,0,no,,6
4/29/1997,1010.7,33,27.4,30.1,72,VRB,1,CALM,5,0,no,,5
4/30/1997,1011.1,32.8,25.5,29.9,80,VRB,4,NNE,18,4.8,yes,,5
5/1/1997,1011.2,32.6,26.7,30.5,75,VRB,1,CALM,3,0,no,,1
5/2/1997,1010.5,33.4,26.5,30.9,72,VRB,2,ESE,7,0,no,,2
5/3/1997,1009.8,33.8,25.4,31,70,VRB,2,N,13,0,no,,5
5/4/1997,1009.3,33,27,30.5,73,VRB,1,CALM,6,0,no,,5
5/5/1997,1008.6,33,26,30,76,VRB,3,NW,18,1.8,yes,,6
5/6/1997,1009,32.2,28.9,30.5,71,N,11,NNW,19,0,no,,6
5/7/1997,1008.7,32.6,27.6,30.7,71,NNW,9,NNW,17,0,no,,5
5/8/1997,1009.8,31.8,27,29.8,74,NW,12,NNW,19,0.1,yes,,7
5/9/1997,1009.6,32.8,29,30.8,71,NNW,9,NW,15,0,no,,6
5/10/1997,1008.8,32.4,28.8,30.7,71,NW,9,NW,16,0,no,,7
5/11/1997,1008.7,32.4,29,30.6,74,NW,9,NW,14,0,no,,7
5/12/1997,1009.3,33.6,29,30.5,75,WNW,10,WNW,15,0,no,,6
5/13/1997,1008.9,31,21.4,29,81,WNW,9,S,29,58.5,yes,,7
5/14/1997,1009,31.6,26.2,28.3,71,NW,7,NNW,20,0,no,,6
5/15/1997,1010,30.6,25.8,28.7,77,N,11,N,25,1.7,yes,,7
5/16/1997,1009.6,31.4,23,28.6,77,NW,8,NW,30,4.5,yes,,7
5/17/1997,1009.6,29.4,22.1,27.2,83,W,8,W,26,46.8,yes,,7
5/18/1997,1009.9,31.7,28.8,30.2,75,WNW,16,W,24,1.2,yes,,4
5/19/1997,1010.9,31.4,28.4,30.3,73,WNW,15,WNW,20,0,no,,2
5/20/1997,1011.2,32.4,28.2,30.5,76,WNW,7,W,16,0,no,,5
5/21/1997,1011,32.2,26.4,30.5,75,W,9,W,15,0,no,,2
5/22/1997,1011.1,32.4,27.5,30.1,76,W,7,WNW,16,0.2,yes,,3
5/23/1997,1010.9,32.6,26.6,30.5,75,VRB,4,WNW,11,0,no,,2
5/24/1997,1011,32.4,28.7,30.1,76,VRB,4,W,12,0,no,,4
5/25/1997,1011,32.5,27.1,30.7,75,WNW,7,W,13,0,no,,2
5/26/1997,1010.9,33,26.5,30.9,74,VRB,3,WNW,14,0.2,yes,,2
5/27/1997,1012.2,31.6,25,27.7,87,WSW,9,W,18,2.5,yes,,7
5/28/1997,1012.9,31.7,26.8,29.6,76,VRB,4,WSW,8,0,no,,2
5/29/1997,1012.4,32,27.4,30.3,75,VRB,6,WSW,11,0,no,,2
5/30/1997,1011.5,32.8,26,30.8,73,VRB,6,WSW,17,0.1,yes,,2
5/31/1997,1012.9,31.6,27.4,29.7,79,WSW,9,WSW,15,0,no,,7
6/1/1997,1013.1,32.4,25.6,30.5,74,WSW,7,WNW,18,10,yes,,3
6/2/1997,1013.5,31.4,27.6,29.5,79,W,7,WSW,16,0,no,,5
6/3/1997,1012.9,31.6,25.5,30,75,WNW,8,NW,16,0.1,yes,,2
6/4/1997,1013.2,31.9,27,29.7,76,NW,7,NNW,17,6.4,yes,,3
6/5/1997,1012,32,25.8,30.9,71,VRB,4,NNE,9,0,no,,2
6/6/1997,1011.4,32.8,25.6,30.4,76,CALM,0,NW,8,0,no,,2
6/7/1997,1011.8,32.4,27.6,30.2,75,CALM,0,SW,9,0,no,,1
6/8/1997,1012.7,32,24.8,29.8,77,VRB,6,WNW,15,1.8,yes,,7
6/9/1997,1011.8,31.8,26.5,29.4,80,CALM,0,WNW,15,0,no,,5
6/10/1997,1011.2,32,26.4,30.1,77,VRB,6,SSW,15,0,no,,3
6/11/1997,1011,31.8,26.8,29.9,76,WSW,7,WNW,16,0,no,,3
6/12/1997,1010,32.4,24.2,29.8,77,SW,9,WSW,26,35,yes,,5
6/13/1997,1010.3,30.4,24.3,27.5,86,WSW,10,WNW,20,1.3,yes,,7
6/14/1997,1009.7,29.8,24.4,27.6,81,SW,7,WSW,20,5.7,yes,,7
6/15/1997,1009.7,30,26.5,28.4,76,WNW,9,W,24,1.2,yes,,7
6/16/1997,1011.1,31.6,26.8,29.9,73,VRB,5,W,17,0,no,,4
6/17/1997,1012,32,26.4,27.7,76,VRB,5,W,17,0,no,,2
6/18/1997,1011,31.6,26.6,29.6,76,VRB,5,W,21,0,no,,5
6/19/1997,1010.7,31.7,27.6,29.9,76,S,6,S,12,0,no,,6
6/20/1997,1011,32,28.2,30,75,S,9,S,13,0,no,,5
6/21/1997,1011.4,32.2,26.4,30.5,73,SE,8,SE,13,0,no,,2
6/22/1997,1011.6,32.2,27.4,30.2,76,VRB,4,SSW,12,0,no,,5
6/23/1997,1010.4,31,28,29.7,78,SSW,8,SSW,12,0,no,,6
6/24/1997,1009,31.4,24.2,29.6,80,SSW,10,WNW,34,24,yes,,7
6/25/1997,1008.4,31,25,28.4,84,VRB,3,SW,22,10,yes,,7
6/26/1997,1007.8,30.8,23.8,27.5,86,SSW,9,NW,26,27.3,yes,,8
6/27/1997,1007.5,30.6,24.5,28.1,82,WSW,13,W,32,1.8,yes,,8
6/28/1997,1006.8,30,24.2,28.4,81,W,13,W,34,13.8,yes,,8
6/29/1997,1006.7,29.5,24.5,27.3,81,WNW,18,W,37,3.9,yes,,8
6/30/1997,1007.1,30.1,26.8,29.2,80,WSW,11,W,17,0,no,,8
7/1/1997,1007.6,31,24.6,28.8,80,WSW,10,W,28,6.8,yes,,7
7/2/1997,1008,30.7,24.4,29.1,78,WSW,10,W,29,5.8,yes,,7
7/3/1997,1008.8,30.9,24,28.9,80,SW,9,W,30,7.3,yes,,7
7/4/1997,1009.4,31,23.9,29,79,WSW,9,WNW,31,7.6,yes,,7
7/5/1997,1009.7,31.4,26.6,29.5,76,WSW,8,W,15,1.2,yes,,6
7/6/1997,1009.8,31.3,27.9,29.7,75,W,9,WSW,15,0,no,,5
7/7/1997,1010.2,31.4,27.6,29.8,77,W,10,WSW,15,0,no,,7
7/8/1997,1010.8,30.9,27.4,29.5,79,WSW,9,W,18,0,no,,7
7/9/1997,1011.3,31.3,26.4,29.7,75,WSW,11,W,28,15.3,yes,,4
7/10/1997,1010.6,30,24.4,28.3,82,WSW,12,W,24,2.5,yes,,7
7/11/1997,1010.8,29.5,24.2,27.9,84,W,10,WNW,30,0.5,yes,,7
7/12/1997,1011,31.4,27.9,29.6,81,W,11,W,19,0,no,,7
7/13/1997,1011,31.2,24.5,29.1,80,W,11,NNW,31,1.9,yes,,5
7/14/1997,1012.2,29.6,24.4,27.4,85,NW,15,WNW,34,23.3,yes,,7
7/15/1997,1010.4,30.8,24.8,28.7,83,WNW,15,WNW,29,10.5,yes,,7
7/16/1997,1008.7,30.6,25.5,28.4,80,W,15,W,25,2.1,yes,,7
7/17/1997,1008.3,30,24.5,27.6,87,WNW,22,NNW,36,27.3,yes,,5
7/18/1997,1010,30.7,24.8,29.5,78,WNW,18,NW,37,1.6,yes,,7
7/19/1997,1010.3,29.8,24.2,26.7,87,NW,19,NW,35,42.9,yes,,7
