date,msl_pressure_hpa,max_temp_degC,min_temp_degC,mean_temp_degC,rh_pct,mean_wind_dir,mean_wind_spd_kts,max_wind_dir,max_wind_spd_kts,rainfall_mm,rain,sunshine_hrs,cloud_cover
6/1/1991,1004.1,29.4,23.4,26.3,91,WNW,45,WNW,64,65,yes,,8
6/2/1991,1003.9,29.2,25.4,27.8,89,WNW,51,NW,62,9.9,yes,,8
6/3/1991,1005.1,29.6,26,28.8,80,WNW,50,NNW,76,4.7,yes,,7
6/4/1991,1005.9,29,23,27.3,87,W,37,WNW,68,29.1,yes,,7
6/5/1991,1005.9,28.6,24,27.1,89,WNW,41,WNW,70,57.1,yes,,8
6/6/1991,1006.3,29.4,24.2,27.7,84,W,32,W,64,40.5,yes,,7
6/7/1991,1007,30,26,28.9,80,WSW,22,WSW,52,0,no,,6
6/8/1991,1007.3,29.6,25,28.7,82,WSW,20,W,52,6.6,yes,,7
6/9/1991,1008,31.6,26.4,29.3,79,WNW,19,WNW,25,5.2,yes,,5
6/10/1991,1008.2,31.4,27.2,29.3,82,WNW,18,WNW,20,0,no,,4
6/11/1991,1008.5,31,25.6,29.8,72,W,16,W,18,3.2,yes,,4
6/12/1991,1008.7,30,27,29.4,78,WNW,18,W,20,0,no,,6
6/13/1991,1008.7,30.2,25.6,28.2,86,WNW,16,WNW,22,40.2,yes,,7
6/14/1991,1008.6,29.6,27.2,29.1,83,W,13,WNW,15,0,no,,8
6/15/1991,1010.6,30.2,25.6,29.4,83,WNW,14,WNW,18,18.4,yes,,6
6/16/1991,1011.5,30.2,26.4,29.3,80,W,14,W,48,10.1,yes,,7
6/17/1991,1012.7,30.2,25,28.3,83,SW,15,W,54,6.5,yes,,7
6/18/1991,1011.5,30,26.2,28.5,80,W,19,W,56,11.6,yes,,6
6/19/1991,1010.4,30.2,27.4,29,74,WNW,19,WNW,22,0,no,,6
6/20/1991,1009.6,30.4,27.6,29.5,73,NW,13,NW,14,0,no,,6
6/21/1991,1010.7,32,27.4,29.9,72,WNW,12,WNW,13,0,no,,4
6/22/1991,1011.9,31,24,29,78,NW,13,WNW,56,24.7,yes,,7
6/23/1991,1010.5,29.2,25,27.6,88,WNW,12,WNW,14,27.2,yes,,7
6/24/1991,1010.1,28.6,24.5,26.4,92,WNW,16,NW,52,19.3,yes,,7
6/25/1991,1010.2,29,23.8,27.6,83,NW,16,NW,36,21.6,yes,,7
6/26/1991,1009.9,30.7,24.8,27.3,86,WNW,15,WNW,52,4.7,yes,,8
6/27/1991,1008.6,29.2,24,27.5,86,WNW,15,WNW,62,12,yes,,7
6/28/1991,1008,30.8,24.4,29.3,77,WNW,15,W,17,0,no,,7
6/29/1991,1010.7,30.6,23.2,28.7,82,WNW,15,WNW,54,5.5,yes,,6
6/30/1991,1008.2,29.8,24,27.8,85,WNW,14,WNW,20,0.6,yes,,8
7/1/1991,1010.7,29.8,24.6,28,86,NW,8,NNE,12,0.6,yes,,8
7/2/1991,1010,30.9,27.2,29.5,79,NW,12,NW,15,0,no,,5
7/3/1991,1010.3,30.7,27.2,29.7,79,NW,11,NW,12,0,no,,4
7/4/1991,1011.8,31.9,26.7,29.7,76,WNW,10,NW,12,0,no,,5
7/5/1991,1011.7,31.9,26.8,29.6,76,WSW,8,WNW,10,0,no,,7
7/6/1991,1011.3,30.8,27.2,28.9,72,WSW,11,W,14,0,no,,6
7/7/1991,1010.6,30.3,27.2,28.8,73,WSW,14,WSW,17,0,no,,7
7/8/1991,1008.4,30.4,26.7,28.9,79,WSW,17,WSW,19,0.7,yes,,7
7/9/1991,1007.7,29.9,23.6,28.4,81,WSW,15,W,35,20.4,yes,,7
7/10/1991,1008.4,29.5,23,27.5,85,WSW,10,NW,56,11.2,yes,,7
7/11/1991,1009.3,30,24.2,28.1,81,WNW,15,NW,62,5.4,yes,,7
7/12/1991,1009,28.2,24.5,27.2,84,NW,23,NW,60,7.9,yes,,8
7/13/1991,1008,31.1,24.6,28.7,80,WNW,13,W,43,5.9,yes,,7
7/14/1991,1008.6,29.8,25.2,27.8,85,WNW,10,WNW,14,0,no,,8
7/15/1991,1008.2,30.6,25,29.1,77,WNW,12,WSW,14,0,no,,6
7/16/1991,1009.1,31.1,27.4,28.9,78,WNW,8,WNW,14,0,no,,7
7/17/1991,1009.4,31.8,25.4,29.4,81,WNW,8,WNW,14,5.7,yes,,7
7/18/1991,1010,30.8,25.6,28.9,82,WNW,11,NW,24,4.1,yes,,7
7/19/1991,1010.7,30.6,24.6,29.1,81,NW,11,NW,16,10.1,yes,,7
7/20/1991,1010.1,30.3,25.5,28.9,80,NW,13,NW,48,3.7,yes,,6
7/21/1991,1010.4,30.9,25.5,28.8,79,NW,14,NW,52,1.4,yes,,7
7/22/1991,1010.6,31.4,26.6,29.3,78,W,10,W,14,0.4,yes,,6
7/23/1991,1011.1,31.8,27.4,29.7,76,WNW,9,WNW,12,0,no,,5
7/24/1991,1010.9,30.9,26.4,29.2,75,WSW,11,WSW,13,0,no,,4
7/25/1991,1010,31.1,26.5,29.4,75,WSW,10,WSW,13,0,no,,4
7/26/1991,1009,31.8,27,29.6,76,SW,12,SW,18,0,no,,6
7/27/1991,1009.2,31.2,26.4,29.6,78,WSW,13,WSW,17,4.3,yes,,7
7/28/1991,1008.3,30.9,24.4,28.6,82,WSW,13,W,56,10.6,yes,,7
7/29/1991,1008.4,30,26,28.6,83,WNW,18,W,48,2.8,yes,,8
7/30/1991,1008.6,30.4,25.5,28.7,78,WNW,18,WNW,64,17.1,yes,,7
7/31/1991,1008.5,28.2,24,26.8,86,WSW,25,WNW,68,22.8,yes,,8
8/1/1991,1008.6,28.8,25.6,26.9,85,NW,20,WNW,60,0,no,,7
8/2/1991,1008.6,29.2,25.2,28.3,77,NW,15,WNW,27,0.1,yes,,7
8/3/1991,1009.5,30.6,26.6,28.7,78,NW,12,NW,19,0.4,yes,,7
8/4/1991,1009.9,30,27.6,28.4,81,NNW,12,NW,17,1.1,yes,,7
8/5/1991,1010.2,30.5,25.6,28.9,76,VRB,6,WNW,12,0,no,,7
8/6/1991,1010.5,31,25.4,28.9,77,CALM,0,NNW,7,0,no,,7
8/7/1991,1010.6,31.2,25.9,29.4,72,VRB,5,WNW,10,0,no,,6
8/8/1991,1009.9,31.2,27.3,29.1,73,WNW,8,WNW,11,0,no,,6
8/9/1991,1010.3,31.4,27.1,29.4,72,W,7,W,10,0,no,,7
8/10/1991,1010.4,31.7,27.2,29.7,75,W,8,W,15,0.1,yes,,6
8/11/1991,1010.6,31.1,25.6,29.2,74,WSW,9,WSW,11,0,no,,7
8/12/1991,1010.6,30.5,27.4,28.8,76,SW,9,SW,11,0,no,,7
8/13/1991,1010.7,30,24.6,28.9,78,WSW,12,WNW,60,1.6,yes,,8
8/14/1991,1011,30.3,22.2,28.7,80,WNW,14,WNW,56,27.5,yes,,8
8/15/1991,1011,29.9,24.5,27.4,82,WNW,21,NW,20,30,yes,,7
8/16/1991,1011,28.8,25.6,27.5,77,WNW,12,NW,38,12.8,yes,,7
8/17/1991,1011.6,28,25.8,26.8,83,WNW,19,WNW,32,1.2,yes,,8
8/18/1991,1011.3,27.6,24.5,27,79,NW,12,NNW,62,5.6,yes,,8
8/19/1991,1011.2,28.5,25.6,28,79,NW,11,NW,14,0,no,,7
8/20/1991,1009.8,30.2,25.5,28.7,78,NNW,10,NNW,35,2,yes,,6
8/21/1991,1009.6,30.5,27,28.9,80,WNW,11,WNW,14,0,no,,6
8/22/1991,1010.5,30.8,25.8,29,78,W,8,W,13,1.6,yes,,7
8/23/1991,1011.1,31.5,26,29.3,78,WNW,7,NW,15,0.2,yes,,5
8/24/1991,1010.5,30.4,25.6,28.8,78,WNW,14,WNW,52,1.8,yes,,6
8/25/1991,1010.3,29.5,23.8,27.8,81,WNW,11,WNW,56,16,yes,,7
8/26/1991,1011.2,29,25.4,26.9,83,WNW,13,WNW,48,2.8,yes,,7
8/27/1991,1011.5,30,24.6,28.3,77,NNW,14,NW,54,4.9,yes,,7
8/28/1991,1011,29.2,22.8,27.4,80,NW,13,NW,78,44.9,yes,,7
8/29/1991,1011.9,29.8,23.2,26,84,NW,14,NW,54,13.5,yes,,8
8/30/1991,1011.4,28,24,27,82,NW,20,NW,58,6.5,yes,,7
8/31/1991,1011.6,29.8,22.8,26.8,83,NNW,14,NW,60,5.2,yes,,8
9/1/1991,1012.6,29.8,26.2,28.2,78,N,13,N,18,0,no,,6
9/2/1991,1012.1,30,26,28.4,77,NNW,15,NNW,20,0.1,yes,,5
9/3/1991,1010.4,29.9,23,27.9,78,NNW,11,NNW,24,4.4,yes,,5
9/4/1991,1010.7,30,26.9,27.8,80,N,11,N,17,0,no,,5
9/5/1991,1012.8,30.2,25.2,28.6,76,WNW,10,NNW,12,0,no,,3
9/6/1991,1013.4,30.5,27,28.9,76,NW,8,NNW,15,0,no,,5
9/7/1991,1012,30,27,28.6,74,NNW,12,NNW,18,0.2,yes,,4
9/8/1991,1011.8,30.4,27,28.9,74,NNW,13,NNW,18,0,no,,5
9/9/1991,1012.3,30.5,27.2,29.3,75,NNW,12,NNW,20,0,no,,4
9/10/1991,1011.4,30.5,27.1,28.9,75,NNW,14,NNW,18,0,no,,5
9/11/1991,1012,30.6,27,28.9,74,NNW,14,NNW,17,0,no,,4
9/12/1991,1011.9,31,26.5,29.2,75,NNW,13,N,15,0,no,,5
9/13/1991,1011.3,31,25.8,28.6,75,NNW,7,NNW,10,0.8,yes,,4
9/14/1991,1010.8,31.3,25.4,29.2,74,NNW,7,NNW,11,0,no,,3
9/15/1991,1010.8,31.2,25.2,29.4,70,VRB,5,NNW,8,0,no,,3
9/16/1991,1011.2,32.2,24.6,29.7,69,CALM,0,CALM,6,0,no,,5
9/17/1991,1011.9,31.2,25.6,28.7,75,VRB,3,CALM,6,0.1,yes,,7
9/18/1991,1010.9,30.6,25.4,28.3,76,NW,8,NNW,25,13,yes,,7
9/19/1991,1010.4,30.8,26.4,28.9,75,NNW,9,NNW,13,0,no,,6
9/20/1991,1010.2,30.7,25.4,28.7,75,NNW,9,WNW,24,0.1,yes,,5
9/21/1991,1010.1,30.9,26.8,28.9,74,WNW,10,WNW,14,0,no,,7
9/22/1991,1009.3,31.2,26.4,29.6,72,NW,9,NW,13,0,no,,4
9/23/1991,1009.9,31,27.4,29.4,72,NW,11,NW,15,0,no,,3
9/24/1991,1010.3,31.2,27.5,29.3,71,NW,15,NW,24,0,no,,3
9/25/1991,1010.5,30.6,27.4,29.2,73,NW,14,NW,16,0,no,,3
9/26/1991,1010.6,31.1,27,29.3,74,NW,12,NNW,14,0,no,,4
9/27/1991,1011.1,31.2,26.5,28.8,76,NW,10,NW,18,0.1,yes,,4
9/28/1991,1011.4,31,27,29.1,76,NW,11,NNW,14,0,no,,7
9/29/1991,1011.3,31.2,26.8,29.3,74,NNW,12,NNW,17,0,no,,6
9/30/1991,1010.8,32.2,26.8,29.6,74,WNW,9,NNW,20,0,no,,6
10/1/1991,1009.9,31.6,27.2,29.2,75,NNW,8,NNW,9,0,no,,5
10/2/1991,1009.4,31.2,24,29.1,76,NW,9,NNW,40,9.9,yes,,5
10/3/1991,1008.9,30.4,26,28.7,78,NW,9,W,18,5.1,yes,,7
10/4/1991,1008.5,31,27.2,29.2,76,WNW,12,WSW,20,1.6,yes,,7
10/5/1991,1008.7,31,26.4,29.3,78,WNW,12,WNW,18,0,no,,3
10/6/1991,1009.1,31,27.2,29.4,75,NNW,12,NNW,14,0,no,,3
10/7/1991,1008.9,31,27.2,29.3,69,NNW,12,NW,15,0,no,,5
10/8/1991,1009.1,30.6,26.6,29.2,70,NW,13,NW,15,0,no,,6
10/9/1991,1009,31.6,24.4,29.5,65,WNW,6,W,11,0,no,,1
10/10/1991,1010.3,31.6,27.2,29.2,68,WSW,7,SW,12,0,no,,2
10/11/1991,1010.2,31.2,27,29.3,69,NW,9,SW,11,0.1,yes,,4
10/12/1991,1009.7,30.4,25.2,28.5,74,W,12,W,20,5,yes,,7
10/13/1991,1009.5,28,25.2,27.3,80,W,12,NNW,22,1.5,yes,,8
10/14/1991,1010,30.2,24.4,27.3,81,WSW,8,WSW,18,2.2,yes,,7
10/15/1991,1010.4,30.2,25.4,28.1,79,VRB,4,NNW,20,0,no,,7
10/16/1991,1011.6,30.8,26.2,28.4,77,VRB,3,NNW,7,0,no,,7
10/17/1991,1010.9,31.4,25,29.4,71,NW,8,NW,10,0,no,,5
10/18/1991,1010.9,30,23.8,27.4,82,VRB,3,N,10,0,no,,7
10/19/1991,1011.3,28.8,21.7,25.7,87,VRB,3,E,45,59.9,yes,,8
10/20/1991,1010.5,27,22.4,25.2,88,NW,7,NW,20,27.8,yes,,8
10/21/1991,1009.9,26.8,23.2,25.8,89,VRB,4,ENE,20,8.2,yes,,8
10/22/1991,1010.2,30.4,23.9,27.9,78,VRB,3,W,18,0.2,yes,,6
10/23/1991,1009.4,31,23.4,28.7,77,VRB,3,NW,14,27.6,yes,,5
10/24/1991,1009,29,23.4,26.2,86,SW,18,SSW,40,13.8,yes,,7
10/25/1991,1009.2,30.2,23.6,27.7,79,WNW,14,W,62,22,yes,,7
10/26/1991,1009.7,30.6,23.8,28.6,80,WNW,12,W,62,1.5,yes,,5
10/27/1991,1009.9,30.5,24.2,29,77,NW,17,NW,64,7.1,yes,,6
10/28/1991,1007.7,29.4,26,28.2,84,WNW,15,W,23,1.6,yes,,8
10/29/1991,1005.8,30.4,24.8,28.4,81,W,19,N,35,12.8,yes,,7
10/30/1991,1006.9,28.6,24.2,27.2,88,WNW,22,W,72,30,yes,,8
10/31/1991,1008.3,29.8,26,28.8,79,WNW,17,W,30,0,no,,6
11/1/1991,1008.9,30.4,24.4,29.1,77,WNW,11,WNW,14,1.5,yes,,2
11/2/1991,1010.4,31.2,26.6,28.8,79,NW,7,NW,12,0,no,,3
11/3/1991,1010.8,30.6,24.4,29,76,VRB,2,NW,6,0,no,,3
11/4/1991,1010.9,31.2,24.4,28.6,77,VRB,3,SW,8,0,no,,2
11/5/1991,1011.1,30.6,25,28.4,74,N,4,N,9,1.9,yes,,1
11/6/1991,1012.2,31.4,24.2,28.4,76,NW,5,NW,9,0,no,,3
11/7/1991,1013.1,30.4,22.8,26.3,87,WSW,5,WNW,20,25.1,yes,,5
11/8/1991,1011.4,30,23.2,27.4,83,VRB,4,E,7,0,no,,6
11/9/1991,1011.5,30.4,23.4,27.1,85,VRB,2,N,12,16.3,yes,,3
11/10/1991,1011.9,30.4,23.4,27.2,84,SE,5,SSE,24,4.2,yes,,6
11/11/1991,1012.2,30.6,23.8,28.3,82,ESE,8,ESE,20,4,yes,,4
11/12/1991,1012.1,30.5,23,27.4,84,VRB,3,SE,30,27.1,yes,,4
11/13/1991,1012.4,30.4,24.6,28.1,82,VRB,2,SSW,7,0,no,,2
11/14/1991,1011.7,30.4,27,29,78,NW,10,NW,16,0,no,,3
11/15/1991,1010.1,30.4,27.4,29.1,80,WNW,15,WNW,20,0,no,,2
11/16/1991,1009.5,30.8,25.6,29.5,78,WNW,14,WNW,23,7.7,yes,,2
11/17/1991,1010.2,30.8,23.9,29.4,75,NNW,9,NNW,11,0,no,,2
11/18/1991,1011.8,30.9,25.1,28.6,77,VRB,4,NNW,9,0,no,,1
11/19/1991,1011.7,30.7,25.4,28.9,75,ESE,7,ESE,14,0,no,,3
11/20/1991,1011.5,30.8,24.4,28.3,75,NE,5,NE,10,0,no,,6
11/21/1991,1010.8,31.2,25.5,27.8,78,VRB,5,ENE,11,0,no,,5
11/22/1991,1011,30.8,22.4,27.6,78,NNE,10,NE,39,72.1,yes,,8
11/23/1991,1011.6,27.4,23,24.5,95,E,9,ESE,43,34.2,yes,,8
11/24/1991,1010.6,30,27.2,28.7,79,E,20,ESE,36,0,no,,5
11/25/1991,1011.7,29.6,24,27.4,83,ESE,18,SE,36,12.5,yes,,5
11/26/1991,1013.3,30,26.8,28.1,79,SE,12,SE,19,0,no,,5
11/27/1991,1013.6,30.7,25.2,29,77,ESE,9,ESE,12,0,no,,3
11/28/1991,1013.2,30.9,23.8,28.7,77,VRB,3,ESE,7,0,no,,2
11/29/1991,1012.6,30.8,24.8,28.7,77,VRB,5,NW,20,0.6,yes,,2
11/30/1991,1011.6,30.4,24.7,28,78,NE,7,NW,24,3.7,yes,,4
12/1/1991,1011.5,30,25.4,28.2,72,E,9,E,11,0,no,,2
12/2/1991,1012.9,30.2,26.4,28.1,69,NE,8,E,11,0,no,,2
12/3/1991,1013,30.4,25.2,28.5,74,E,10,ENE,15,0,no,,2
12/4/1991,1012.8,30.4,26.2,28.4,70,ENE,9,E,15,0,no,,2
12/5/1991,1013.2,30.6,24.5,28.4,70,ENE,8,E,14,0,no,,2
12/6/1991,1014.2,30.6,24.9,28.4,60,NE,7,NE,10,0,no,,2
12/7/1991,1014.4,30.6,26,28.4,75,ENE,7,ENE,11,0,no,,1
12/8/1991,1013.6,30.4,24.6,28.3,73,NNE,9,NE,14,0,no,,4
12/9/1991,1013,30.3,26,27.9,77,ENE,8,E,14,0,no,,2
12/10/1991,1013.5,30.2,21.8,28.2,77,E,10,E,13,0,no,,2
12/11/1991,1012.7,30.8,23.5,28.3,75,ENE,9,ENE,14,0,no,,2
12/12/1991,1012.3,30.9,23.8,28.1,78,ENE,8,NE,12,0,no,,4
12/13/1991,1011.5,31.2,25.1,29.1,77,ENE,11,NE,14,0,no,,4
12/14/1991,1010.4,30.9,26,28.4,83,VRB,4,ENE,10,0,no,,7
12/15/1991,1009.9,31.1,25,28.7,83,ENE,8,E,10,0,no,,7
12/16/1991,1009.5,30.2,24.8,28.7,82,ENE,7,E,50,0.8,yes,,7
12/17/1991,1009.5,30,23.3,26.9,85,ENE,16,ESE,54,23.5,yes,,8
12/18/1991,1009.2,29,23.8,26.8,84,ESE,14,E,28,19.9,yes,,7
12/19/1991,1009,29.5,23.8,27.5,82,SE,13,SE,19,0,no,,5
12/20/1991,1008.9,30,26.4,28.2,81,ESE,12,ESE,17,0,no,,4
12/21/1991,1009.2,30,26.2,28.3,81,ENE,7,ENE,10,0.2,yes,,3
12/22/1991,1010.6,30.2,24.4,28,80,VRB,4,ESE,7,0,no,,5
12/23/1991,1010.4,29.8,24,27.4,82,VRB,4,ENE,9,0,no,,6
12/24/1991,1010.7,30.2,23.2,27,84,VRB,5,ESE,15,0,no,,5
12/25/1991,1009.5,29.9,24.2,27.8,79,VRB,5,N,7,0.1,yes,,2
12/26/1991,1010.5,29.4,25.5,27.5,79,N,9,NNW,12,0,no,,4
12/27/1991,1009.9,29.6,22.2,27.8,69,N,8,N,12,0,no,,3
12/28/1991,1011.3,30.2,21.2,27.7,66,VRB,4,W,7,0,no,,3
12/29/1991,1013.5,30.5,21.4,27.5,70,VRB,4,CALM,6,0,no,,2
12/30/1991,1012.7,30,24.8,26.6,74,VRB,4,E,7,0,no,,2
12/31/1991,1012.5,30.6,23.4,27.9,71,VRB,4,SSW,7,0,no,,3
1/1/1992,1012.4,29.5,25.4,27.6,68,ESE,6,ESE,10,0,no,,1
1/2/1992,1012.7,30.2,25.5,27.8,72,E,9,ENE,13,0,no,,2
1/3/1992,1013.8,30.4,22.8,28,75,E,8,ENE,17,0,no,,3
1/4/1992,1015.2,30.4,25.2,27.8,75,NNE,8,NNE,12,0,no,,1
1/5/1992,1013.4,31.2,23.8,28.4,74,NNE,10,NNE,15,0,no,,2
1/6/1992,1013.2,30.2,23.2,28,73,N,7,N,12,0,no,,4
1/7/1992,1013.4,30.4,24.2,27.7,68,VRB,5,NNE,8,0,no,,2
1/8/1992,1013,30.8,26.2,27.8,71,VRB,3,ESE,8,0,no,,1
1/9/1992,1013.5,30.8,25,28.4,72,ESE,8,ESE,11,0,no,,4
1/10/1992,1014,31,24.4,28.2,73,NE,11,NE,14,0,no,,3
1/11/1992,1013.4,30.4,25.4,27.4,75,NE,10,NE,13,0,no,,6
1/12/1992,1013.1,30.5,26.2,28.1,67,NE,12,W,20,0,no,,2
1/13/1992,1013.1,30.6,22,28.3,68,E,11,E,15,0,no,,3
1/14/1992,1013.4,30.5,26,27.9,67,NE,11,NE,16,0,no,,2
1/15/1992,1011.9,31.2,24.2,28.6,70,NE,12,NE,20,0,no,,4
1/16/1992,1012.4,31,25.5,28.8,66,ENE,10,ENE,14,0,no,,2
1/17/1992,1013.2,30.8,26.6,27.8,70,E,12,E,15,0,no,,5
1/18/1992,1012.9,31,26.6,28.7,74,E,11,E,15,0,no,,4
1/19/1992,1013.2,30.8,26.4,28.8,75,NE,9,NNE,16,0,no,,5
1/20/1992,1013.1,30.8,26.6,28.4,73,ESE,12,ESE,17,0,no,,6
1/21/1992,1013.1,30.5,25.4,28.4,70,E,13,E,17,0,no,,6
1/22/1992,1014.8,30.8,25,28.5,64,E,10,ESE,13,0,no,,2
1/23/1992,1014.3,30.8,26,28.4,66,E,8,E,10,0,no,,3
1/24/1992,1013.3,31.4,24.8,28.7,65,E,9,NE,11,0,no,,2
1/25/1992,1012.9,30.6,24.8,28.2,67,ESE,12,ESE,15,0,no,,3
1/26/1992,1011.9,30.4,26.6,28,63,ENE,9,ESE,29,0,no,,2
1/27/1992,1012.6,31,26.1,28.5,61,ENE,16,ESE,28,0,no,,2
1/28/1992,1012.3,30,24,28.2,65,ESE,14,ESE,18,0,no,,2
1/29/1992,1013.1,30.9,21.5,28.2,59,ENE,9,E,11,0,no,,2
1/30/1992,1014,30.6,23.8,27.5,70,VRB,4,ENE,9,0,no,,2
1/31/1992,1013.7,31.2,24.2,28.5,69,ENE,10,ENE,13,0,no,,3
2/1/1992,1012.8,30.6,23,28,72,NE,7,ENE,11,0,no,,5
2/2/1992,1012.6,30.1,25.6,27.8,69,NNE,9,N,14,0,no,,3
2/3/1992,1013,30.7,23,28.1,64,NNE,11,N,16,0,no,,6
2/4/1992,1012.9,30,23.5,27.3,69,NNE,9,N,11,0,no,,2
2/5/1992,1012.7,30.7,23.2,28.1,73,VRB,5,ENE,8,0,no,,6
2/6/1992,1013.8,31,24.2,28.2,71,VRB,5,NNE,10,0,no,,2
2/7/1992,1014.1,30.2,22,27.8,70,VRB,4,NNE,8,0,no,,2
2/8/1992,1011.9,30.6,23,27.9,75,NNE,6,NNE,13,0,no,,3
2/9/1992,1011.8,30.8,23,27.9,73,VRB,5,NNE,12,0,no,,3
2/10/1992,1011.3,30.8,22.4,28,74,VRB,4,NNE,11,0,no,,3
2/11/1992,1011.6,31,20,27.9,70,VRB,4,E,10,0,no,,1
2/12/1992,1012.4,30.4,21.8,27,68,VRB,3,E,10,0,no,,2
2/13/1992,1012.7,30.8,24,27.5,74,N,7,NNE,16,0.9,yes,,6
2/14/1992,1012,29.6,24.2,26,83,NNW,7,N,11,1.5,yes,,2
2/15/1992,1012,30.8,24.3,28.6,68,VRB,4,S,7,0,no,,5
2/16/1992,1012.3,31.2,25,28.9,71,VRB,5,S,8,0,no,,4
2/17/1992,1011.7,31.6,25.2,29,67,NNE,10,ENE,13,0,no,,2
2/18/1992,1011.2,31.5,24.6,28.9,67,NE,8,NNE,14,0,no,,2
2/19/1992,1012.5,30.8,25.6,28.6,68,NNE,9,NNE,13,0,no,,1
2/20/1992,1011.9,30.4,22.4,28.3,63,N,10,N,13,0,no,,3
2/21/1992,1011.7,31.5,24.3,28,71,VRB,3,NNE,7,0,no,,5
2/22/1992,1013.3,31.6,24.4,27.9,76,NE,9,NE,16,0.5,yes,,2
2/23/1992,1012.9,31.5,24.5,28.9,73,NE,12,NE,15,0,no,,2
2/24/1992,1013.1,31.8,23.6,28.5,72,NE,7,NE,13,0,no,,2
2/25/1992,1013.5,31,24.6,28.1,75,NE,7,NNE,15,0,no,,2
2/26/1992,1013.3,31.8,26.1,28.5,71,NE,7,N,14,0,no,,2
2/27/1992,1012.5,31.2,24.2,28.8,71,VRB,5,N,10,0,no,,1
2/28/1992,1012.3,31.9,22.2,28.9,71,NNE,7,NNE,12,0,no,,2
2/29/1992,1012.1,31.3,23.8,28.4,73,ENE,6,ENE,11,0,no,,2
3/1/1992,1013.3,32,23.6,28.9,71,NE,9,NNE,12,0,no,,3
3/2/1992,1013.2,31.4,21.4,28.5,72,N,8,N,12,0,no,,2
3/3/1992,1012.9,31,22.1,27.9,72,VRB,6,NNW,9,0,no,,1
3/4/1992,1013.9,31.5,23.5,28.4,71,VRB,6,WNW,8,0,no,,2
3/5/1992,1013.9,31.9,23.4,28.7,71,E,7,N,10,0,no,,2
3/6/1992,1013.9,31.5,23,28.8,69,NNE,9,N,12,0,no,,2
3/7/1992,1013.3,31.6,22.5,28.7,69,E,6,ESE,12,0,no,,2
3/8/1992,1014.4,32,21,28.8,66,VRB,4,ENE,10,0,no,,2
3/9/1992,1014.6,31.8,23.1,28.3,61,VRB,4,E,10,0,no,,1
3/10/1992,1013.7,31.6,23.5,29,66,NNE,6,NNE,12,0,no,,1
3/11/1992,1013.6,31.4,23.6,28.6,73,VRB,5,NNE,12,0,no,,2
3/12/1992,1013.1,31.5,23.5,29.1,72,NNE,7,N,13,0,no,,2
3/13/1992,1013.5,32,24,29,72,NE,7,NE,12,0,no,,3
3/14/1992,1012.8,32,22.8,29.2,71,NE,8,NE,11,0,no,,2
3/15/1992,1012.3,32,24.5,28.6,75,ENE,7,ENE,11,0,no,,1
3/16/1992,1011.9,32.3,24.8,29.4,69,NE,11,ENE,14,0,no,,1
3/17/1992,1011,32.4,24,29.3,69,NNE,8,NNE,11,0,no,,3
3/18/1992,1010.6,31.5,23.8,29,70,NNE,9,NNE,11,0,no,,2
3/19/1992,1009.1,32.4,23.2,29.1,71,VRB,5,E,9,0,no,,2
3/20/1992,1011.2,33,23.8,29.2,68,VRB,3,SE,6,0,no,,2
3/21/1992,1010.6,32.3,23.2,29.1,69,NE,7,NE,9,0,no,,3
3/22/1992,1010.8,32.6,23,29.1,67,NE,9,NE,14,0,no,,4
3/23/1992,1010.9,32.4,25.4,29.5,69,ENE,8,NE,11,0,no,,6
3/24/1992,1010.3,32.2,26.2,29.1,73,ENE,8,ENE,12,0,no,,5
3/25/1992,1009.7,33,26.1,29.4,74,NE,8,NNE,13,0,no,,7
3/26/1992,1009.6,32.2,23.6,29.6,71,NE,9,NNE,13,0,no,,5
3/27/1992,1010.5,31.6,26,29.7,74,VRB,6,N,9,0,no,,6
3/28/1992,1010.5,32.2,23.8,29.2,69,NNW,8,NNW,12,0,no,,2
3/29/1992,1009.3,31.8,25.5,30,72,N,6,NNW,8,0,no,,3
3/30/1992,1009,32.2,25.5,29.2,68,NNW,7,NW,11,0,no,,2
3/31/1992,1009.8,32.4,27.4,29.9,69,N,9,N,12,0,no,,2
4/1/1992,1011,32.5,24,30.4,67,N,7,NNE,14,0,no,,2
4/2/1992,1011,31.8,23,29.1,71,NNE,6,NNE,10,0,no,,4
4/3/1992,1012.2,32.4,24,29.5,70,VRB,5,NNE,13,0,no,,1
4/4/1992,1012.2,33,26,29.5,70,VRB,3,E,10,0,no,,2
4/5/1992,1011,32.4,27.6,30,70,N,8,N,14,0,no,,2
4/6/1992,1009.4,32.1,27.8,29.8,69,NNW,11,N,15,0,no,,2
4/7/1992,1009.6,31.9,27.8,29.8,70,NW,13,NW,18,0,no,,2
4/8/1992,1010.8,32,28,30,71,NW,12,NW,18,0,no,,2
4/9/1992,1008.9,32.2,28,30.3,69,N,10,NNW,15,0,no,,3
4/10/1992,1010,32.3,28,30.2,71,NNW,10,NNW,14,0,no,,3
4/11/1992,1010.6,32.2,27.2,30.2,70,N,10,N,12,0,no,,2
4/12/1992,1010.8,32.4,26.8,30.2,69,N,8,NNE,11,0,no,,2
4/13/1992,1010.7,32.6,26,30.4,70,N,9,N,12,0,no,,2
4/14/1992,1011,32.6,27.8,30.6,69,N,6,NNW,11,0,no,,2
